,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location,latitude,longitude,Zipcode
908,100112502,6/17/10,6/16/10,1125,1,Central,156,624,BATTERY - SIMPLE ASSAULT,416,59,M,B,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400 E  5TH                          ST,,"(34.0446, -118.245)",34.0446,-118.245,90013
909,100112505,6/17/10,6/16/10,1315,1,Central,135,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,29,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,341.0,,,,200 S  SPRING                       ST,,"(34.0517, -118.2456)",34.0517,-118.2456,90013
910,100112506,6/17/10,6/16/10,2320,1,Central,152,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,24,M,W,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,800    WILSHIRE                     BL,,"(34.0494, -118.2581)",34.0494,-118.2581,90071
911,100112507,6/17/10,6/16/10,1530,1,Central,152,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,27,M,B,738.0,LIBRARY,,,IC,Invest Cont,341.0,,,,600 W  5TH                          ST,,"(34.0502, -118.254)",34.0502,-118.254,90071
912,100112514,6/17/10,6/17/10,1000,1,Central,163,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,30,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,700 S  BROADWAY,,"(34.0452, -118.2534)",34.0452,-118.2534,90014
913,100112515,6/17/10,6/16/10,1800,1,Central,181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0601,31,M,W,713.0,CONVENTION CENTER,,,IC,Invest Cont,341.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
914,100112547,6/17/10,6/17/10,1630,1,Central,171,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,48,M,H,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,JAMES M WOOD,FIGUEROA                     ST,"(34.0468, -118.2641)",34.0468,-118.2641,90017
915,100112552,6/17/10,6/17/10,1630,1,Central,182,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,44,M,B,101.0,STREET,,,IC,Invest Cont,740.0,,,,11TH                         ST,HOPE                         ST,"(34.0423, -118.2631)",34.0423,-118.2631,90015
916,100112553,6/17/10,6/17/10,2130,1,Central,182,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329 1402,28,M,H,102.0,SIDEWALK,,,IC,Invest Cont,740.0,998.0,,,OLYMPIC                      BL,FLOWER                       ST,"(34.0444, -118.2628)",34.0444,-118.2628,90015
917,100112554,6/17/10,6/17/10,2130,1,Central,182,623,BATTERY POLICE (SIMPLE),0400 1212,0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,OLYMPIC                      BL,FLOWER                       ST,"(34.0444, -118.2628)",34.0444,-118.2628,90015
918,100112555,6/17/10,6/17/10,2200,1,Central,171,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1212,0,M,W,101.0,STREET,306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,230.0,,,,GEORGIA                      ST,9TH                          ST,"(34.0459, -118.2668)",34.0459,-118.2668,90017
919,100112557,6/17/10,6/17/10,2225,1,Central,171,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1212,0,M,H,101.0,STREET,306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,230.0,,,,GEORGIA,OLYMPIC                      BL,"(34.0459, -118.2657)",34.0459,-118.2657,90017
920,100112559,6/17/10,6/17/10,1430,1,Central,181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,30,M,A,713.0,CONVENTION CENTER,,,IC,Invest Cont,341.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
921,100112560,6/17/10,6/17/10,1700,1,Central,161,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,8TH                          ST,FRANCISCO,"(34.0487, -118.2627)",34.0487,-118.2627,90017
922,100112561,6/17/10,6/17/10,2200,1,Central,185,946,OTHER MISCELLANEOUS CRIME,,0,M,W,101.0,STREET,,,AA,Adult Arrest,946.0,,,,HILL,OLYMPIC,"(34.0416, -118.2584)",34.0416,-118.2584,90014
923,100112565,6/17/10,6/17/10,2155,1,Central,185,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,43,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,HILL,OLYMPIC                      BL,"(34.0416, -118.2584)",34.0416,-118.2584,90014
924,100112568,6/17/10,6/17/10,2210,1,Central,192,647,THROWING OBJECT AT MOVING VEHICLE,329,0,F,H,101.0,STREET,,,IC,Invest Cont,647.0,,,,GRAND,WASHINGTON                   BL,"(34.0327, -118.2683)",34.0327,-118.2683,90015
925,100112569,6/18/10,6/17/10,2030,1,Central,151,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,38,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,WILSHIRE                     BL,FIGUEROA                     ST,"(34.0509, -118.2605)",34.0509,-118.2605,90017
926,100112571,6/17/10,6/17/10,2205,1,Central,182,623,BATTERY POLICE (SIMPLE),0400 1212,0,M,W,102.0,SIDEWALK,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,623.0,,,,GRAND                        AV,11TH                         ST,"(34.0416, -118.262)",34.0416,-118.262,90015
927,100112572,6/17/10,6/17/10,2205,1,Central,182,623,BATTERY POLICE (SIMPLE),0400 1212,0,M,W,102.0,SIDEWALK,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,623.0,,,,11TH,HOPE,"(34.0423, -118.2631)",34.0423,-118.2631,90015
928,100112574,6/18/10,6/18/10,2200,1,Central,171,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,M,W,101.0,STREET,,,IC,Invest Cont,745.0,,,,OLYMPIC,FIGUEROA,"(34.0453, -118.2651)",34.0453,-118.2651,90015
929,100112575,6/17/10,6/17/10,2300,1,Central,185,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,19,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,200 W  9TH                          ST,,"(34.0423, -118.2561)",34.0423,-118.2561,90014
930,100112578,6/17/10,6/17/10,2210,1,Central,181,647,THROWING OBJECT AT MOVING VEHICLE,,0,M,H,101.0,STREET,,,AA,Adult Arrest,647.0,,,,11TH                         ST,HOPE,"(34.0423, -118.2631)",34.0423,-118.2631,90015
931,100112579,6/17/10,6/17/10,2200,1,Central,181,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,M,H,101.0,STREET,,,AA,Adult Arrest,740.0,,,,OLYMPIC                      BL,FRANCISCO,"(34.0454, -118.2657)",34.0454,-118.2657,90015
932,100112581,6/18/10,6/17/10,2230,1,Central,182,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1501,55,F,W,101.0,STREET,,,IC,Invest Cont,740.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
933,100112583,6/18/10,6/18/10,2000,1,Central,191,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,31,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,740.0,,,,PICO,CHERRY,"(34.0424, -118.2718)",34.0424,-118.2718,90015
934,100112597,6/18/10,5/13/10,1300,1,Central,182,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,74,F,W,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,700 W  OLYMPIC                      BL,,"(34.0444, -118.2628)",34.0444,-118.2628,90015
935,100112598,6/18/10,6/17/10,1630,1,Central,192,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,4,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,998.0,,,1300 S  FLOWER                       ST,,"(34.0401, -118.2668)",34.0401,-118.2668,90015
936,100112602,6/18/10,6/17/10,2200,1,Central,192,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,45,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,FIGUEROA,VENICE                       BL,"(34.0375, -118.27)",34.0375,-118.27,90015
937,100112609,6/18/10,6/17/10,2140,1,Central,162,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,56,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,FLOWER,OLYMPIC                      BL,"(34.0444, -118.2628)",34.0444,-118.2628,90015
938,100112610,6/18/10,6/17/10,1830,1,Central,182,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,44,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,900 S  HILL                         ST,,"(34.043, -118.2571)",34.043,-118.2571,90014
939,100112611,6/17/10,6/17/10,2215,1,Central,181,623,BATTERY POLICE (SIMPLE),0400 1212,9,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,623.0,,,,CHICK HEARNS,GEORGIA                      ST,"(34.0431, -118.2692)",34.0431,-118.2692,90015
940,100112612,6/17/10,6/17/10,2215,1,Central,181,623,BATTERY POLICE (SIMPLE),0400 1212,9,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,623.0,,,,CHICK HEARNS,GEORGIA                      ST,"(34.0431, -118.2692)",34.0431,-118.2692,90015
941,100112615,6/18/10,6/14/10,1500,1,Central,181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,39,M,O,713.0,CONVENTION CENTER,,,IC,Invest Cont,341.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
942,100112616,6/18/10,6/17/10,1800,1,Central,195,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,26,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1500 S  MAIN                         ST,,"(34.0343, -118.262)",34.0343,-118.262,90015
943,100112618,6/18/10,6/17/10,1800,1,Central,138,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1403 1606,27,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,400 E  4TH                          ST,,"(34.0458, -118.243)",34.0458,-118.243,90013
944,100112620,6/18/10,6/17/10,2245,1,Central,171,946,OTHER MISCELLANEOUS CRIME,1414 1501,0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,946.0,999.0,,,FRANCISCO                    ST,JAMES M WOOD                 ST,"(34.0454, -118.2657)",34.0454,-118.2657,90015
945,100112621,6/18/10,6/13/10,1230,1,Central,185,310,BURGLARY,0344 0352,37,M,W,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,310.0,,,,900 S  MAIN                         ST,,"(34.0416, -118.255)",34.0416,-118.255,90014
946,100112623,6/18/10,6/17/10,2120,1,Central,192,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329 1609,38,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,18TH,FIGUEROA                     ST,"(34.0359, -118.2711)",34.0359,-118.2711,90015
947,100112628,6/18/10,6/18/10,530,1,Central,131,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2ND,FIGUEROA,"(34.0574, -118.2545)",34.0574,-118.2545,90071
948,100112629,6/18/10,6/17/10,1700,1,Central,191,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,24,F,O,713.0,CONVENTION CENTER,,,IC,Invest Cont,341.0,,,,1100 W  PICO                         BL,,"(34.0419, -118.2708)",34.0419,-118.2708,90015
949,100112630,6/18/10,6/17/10,1830,1,Central,191,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,40,M,W,713.0,CONVENTION CENTER,,,IC,Invest Cont,341.0,,,,1100 W  PICO                         BL,,"(34.0419, -118.2708)",34.0419,-118.2708,90015
950,100112636,6/17/10,6/17/10,2215,1,Central,185,946,OTHER MISCELLANEOUS CRIME,,0,M,W,101.0,STREET,,,IC,Invest Cont,946.0,,,,GEORGIA,CHICK HEARN,"(34.0442, -118.268)",34.0442,-118.268,90015
951,100112638,6/18/10,6/18/10,1245,1,Central,185,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,1100    SANTEE                       ST,,"(34.0378, -118.2561)",34.0378,-118.2561,90014
952,100112639,6/18/10,6/17/10,2100,1,Central,182,623,BATTERY POLICE (SIMPLE),0416 0417 1212,0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
953,100112640,6/18/10,6/17/10,2100,1,Central,182,623,BATTERY POLICE (SIMPLE),0416 0417 1212,0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
954,100112641,6/18/10,6/17/10,2100,1,Central,182,623,BATTERY POLICE (SIMPLE),0416 0417 1212,0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
955,100112642,6/18/10,6/17/10,2100,1,Central,182,623,BATTERY POLICE (SIMPLE),0416 0417 1212,0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
956,100112643,6/18/10,6/17/10,2100,1,Central,182,623,BATTERY POLICE (SIMPLE),0416 0417 1212,0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
957,100112644,6/18/10,6/17/10,2100,1,Central,182,623,BATTERY POLICE (SIMPLE),0416 0417 1212,0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
958,100112645,6/18/10,6/17/10,2100,1,Central,182,623,BATTERY POLICE (SIMPLE),0416 0417 1212,0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
959,100112646,6/18/10,6/17/10,2100,1,Central,182,623,BATTERY POLICE (SIMPLE),0416 0417 1212,0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
960,100112647,6/18/10,6/17/10,2100,1,Central,182,623,BATTERY POLICE (SIMPLE),0416 0417 1212,0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
961,100112648,6/18/10,6/17/10,2100,1,Central,182,623,BATTERY POLICE (SIMPLE),0416 0417 1212,0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
962,100112649,6/18/10,6/17/10,2100,1,Central,182,623,BATTERY POLICE (SIMPLE),0416 0417 1212,0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
963,100112650,6/18/10,6/17/10,2100,1,Central,182,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,20,M,H,102.0,SIDEWALK,,,IC,Invest Cont,740.0,,,,PICO,FIGUEROA                     ST,"(34.0407, -118.268)",34.0407,-118.268,90015
964,100112653,6/18/10,6/17/10,2215,1,Central,128,886,DISTURBING THE PEACE,1501,0,M,O,101.0,STREET,,,IC,Invest Cont,886.0,,,,CHICK HEARN,GEORGIA,"(34.0442, -118.268)",34.0442,-118.268,90015
965,100112654,6/18/10,6/18/10,1815,1,Central,153,210,ROBBERY,0344 0355 0400 2004,35,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,300 W  7TH                          ST,,"(34.0452, -118.2534)",34.0452,-118.2534,90014
966,100112655,6/19/10,6/18/10,2000,1,Central,171,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,JAMES M WOOD,GEORGIA,"(34.0475, -118.2657)",34.0475,-118.2657,90017
967,100112657,6/19/10,6/17/10,1500,1,Central,182,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1251,22,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,FLOWER,PICO,"(34.0401, -118.2668)",34.0401,-118.2668,90015
968,100112665,6/19/10,6/18/10,2025,1,Central,151,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,43,F,A,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,900    WILSHIRE                     BL,,"(34.0501, -118.2592)",34.0501,-118.2592,90071
969,100112668,6/19/10,6/17/10,1400,1,Central,181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0917,27,F,O,713.0,CONVENTION CENTER,,,IC,Invest Cont,341.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
970,100112670,6/19/10,6/17/10,2130,1,Central,192,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,29,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,18TH,PEMBROKE,"(34.0351, -118.2693)",34.0351,-118.2693,90015
971,100112676,6/19/10,6/14/10,730,1,Central,166,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,600    WALL                         ST,,"(34.0435, -118.2471)",34.0435,-118.2471,90013
972,100112677,6/19/10,6/19/10,1000,1,Central,157,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6TH,CROCKER,"(34.0412, -118.2436)",34.0412,-118.2436,90013
973,100112685,6/19/10,6/19/10,1500,1,Central,166,624,BATTERY - SIMPLE ASSAULT,416,42,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7TH,SAN JULIAN,"(34.0407, -118.2468)",34.0407,-118.2468,90014
974,100112700,6/19/10,6/19/10,1330,1,Central,192,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,60,F,W,719.0,MEDICAL/DENTAL OFFICES,,,AA,Adult Arrest,341.0,,,,1300 S  HOPE                         ST,,"(34.0395, -118.2656)",34.0395,-118.2656,90015
975,100112706,6/20/10,6/17/10,2155,1,Central,192,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,42,M,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,400 W  VENICE                       BL,,"(34.0365, -118.2676)",34.0365,-118.2676,90015
976,100112709,6/20/10,6/20/10,200,1,Central,163,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1251,23,F,O,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,341.0,,,,700 S  BROADWAY,,"(34.0452, -118.2534)",34.0452,-118.2534,90014
977,100112715,6/20/10,6/20/10,830,1,Central,142,440,THEFT PLAIN - PETTY ($950 & UNDER),325,33,M,B,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,440.0,,,,400 S  FIGUEROA                     ST,,"(34.0535, -118.256)",34.0535,-118.256,90071
978,100112724,6/20/10,6/17/10,2100,1,Central,192,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,31,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,FIGUEROA,18TH                         ST,"(34.0359, -118.2711)",34.0359,-118.2711,90015
979,100112727,6/20/10,6/20/10,1030,1,Central,142,928,THREATENING PHONE CALLS/LETTERS,,0,F,W,503.0,HOTEL,,,IC,Invest Cont,928.0,,,,400 S  FIGUEROA                     ST,,"(34.0535, -118.256)",34.0535,-118.256,90071
980,100112730,6/20/10,6/20/10,1700,1,Central,156,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,400,47,F,B,504.0,OTHER RESIDENCE,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)",34.0442,-118.2439,90013
981,100112731,6/20/10,6/20/10,1700,1,Central,156,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,400,8,F,B,504.0,OTHER RESIDENCE,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)",34.0442,-118.2439,90013
982,100112735,6/21/10,6/21/10,1000,1,Central,111,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600 N  GRAND                        AV,,"(34.0606, -118.2439)",34.0606,-118.2439,90012
983,100112738,6/21/10,4/20/10,1,1,Central,145,946,OTHER MISCELLANEOUS CRIME,914,0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946.0,,,,100 E  5TH                          ST,,"(34.0467, -118.2485)",34.0467,-118.2485,90014
984,100112739,6/21/10,6/17/10,2130,1,Central,162,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,22,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,8TH,FLOWER,"(34.0473, -118.2601)",34.0473,-118.2601,90017
985,100112748,6/21/10,6/21/10,1220,1,Central,192,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0601 1402,0,M,W,203.0,OTHER BUSINESS,,,AA,Adult Arrest,740.0,998.0,,,1300 S  FLOWER                       ST,,"(34.0401, -118.2668)",34.0401,-118.2668,90015
986,100112764,6/21/10,6/13/10,1600,1,Central,152,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,35,M,W,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,500 S  FLOWER                       ST,,"(34.0516, -118.2561)",34.0516,-118.2561,90071
987,100112765,6/21/10,6/21/10,1410,1,Central,171,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0601,27,F,H,503.0,HOTEL,,,IC,Invest Cont,740.0,,,,900 W  OLYMPIC                      BL,,"(34.0454, -118.2657)",34.0454,-118.2657,90015
988,100112768,6/21/10,6/21/10,700,1,Central,111,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600 N  BUNKER HILL                  AV,,"(34.0613, -118.2446)",34.0613,-118.2446,90012
989,100112786,6/17/10,6/17/10,2130,1,Central,182,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,OLIVE                        ST,15TH                         ST,"(34.0359, -118.2648)",34.0359,-118.2648,90015
990,100112792,6/22/10,6/17/10,2010,1,Central,192,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,F,H,101.0,STREET,,,IC,Invest Cont,745.0,,,,17TH                         ST,FIGUEROA                     ST,"(34.0373, -118.2707)",34.0373,-118.2707,90015
991,100112799,6/22/10,6/17/10,930,1,Central,185,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900 S  BROADWAY,,"(34.0423, -118.2561)",34.0423,-118.2561,90014
992,100112800,6/21/10,6/21/10,830,1,Central,127,755,BOMB SCARE,0404 2109 2210,0,X,X,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,755.0,995.0,,,100 N  LOS ANGELES                  ST,,"(34.0515, -118.2424)",34.0515,-118.2424,90013
993,100112811,6/22/10,6/20/10,100,1,Central,171,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1251,28,M,H,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,900 S  FIGUEROA                     ST,,"(34.0462, -118.2628)",34.0462,-118.2628,90017
994,100112818,6/22/10,5/5/10,1330,1,Central,119,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,28,F,O,129.0,"TERMINAL, OTHER THAN MTA",,,IC,Invest Cont,341.0,,,,800 N  ALAMEDA                      ST,,"(34.0563, -118.2374)",34.0563,-118.2374,90012
995,100112821,6/22/10,6/17/10,1630,1,Central,192,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0601,49,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,1300 S  FLOWER                       ST,,"(34.0401, -118.2668)",34.0401,-118.2668,90015
